raceId,driverId,grid,finish,statusId,dnf,num_stops,first_stop_lap,avg_stop_time,total_stop_time,year,position_improved,position_change
855,10,21,20,12,1,3.0,12.0,23.388666666666666,70.166,2011,1,1
855,816,20,21,12,1,3.0,13.0,23.179999999999996,69.53999999999999,2011,0,-1
855,817,22,22,12,1,3.0,11.0,23.268333333333334,69.805,2011,0,0
855,24,24,23,13,1,3.0,8.0,25.197000000000003,75.59100000000001,2011,1,1
855,67,15,24,36,1,1.0,11.0,21.849,21.849,2011,0,-9
856,20,2,1,1,0,2.0,16.0,20.0775,40.155,2011,1,1
856,1,1,2,1,0,2.0,15.0,20.715,41.43,2011,0,-1
856,17,4,3,1,0,2.0,14.0,20.814,41.628,2011,1,1
856,18,3,4,1,0,2.0,13.0,20.762,41.524,2011,0,-1
856,4,6,5,1,0,2.0,15.0,20.808500000000002,41.617000000000004,2011,1,1
856,13,5,6,1,0,2.0,14.0,22.360999999999997,44.721999999999994,2011,0,-1
856,153,11,7,1,0,2.0,17.0,22.313,44.626,2011,1,4
856,3,7,8,1,0,2.0,13.0,20.4315,40.863,2011,0,-1
856,67,13,9,1,0,2.0,14.0,22.045,44.09,2011,1,4
856,814,9,10,1,0,2.0,11.0,21.5675,43.135,2011,0,-1
856,16,10,11,1,0,2.0,16.0,23.368000000000002,46.736000000000004,2011,0,-1
856,22,18,12,1,0,2.0,10.0,22.0345,44.069,2011,1,6
856,811,15,13,11,1,2.0,13.0,21.528,43.056,2011,1,2
856,5,19,14,11,1,2.0,13.0,22.310000000000002,44.620000000000005,2011,1,5
856,155,14,15,11,1,3.0,10.0,22.891000000000002,68.673,2011,0,-1
856,815,17,16,11,1,3.0,16.0,21.527,64.581,2011,1,1
