raceId,driverId,grid_cluster,finish_cluster,statusId_cluster,dnf_cluster,num_stops_cluster,first_stop_lap_cluster,avg_stop_time_cluster,total_stop_time_cluster,year_cluster,position_improved_cluster,position_change_cluster,race_length_proxy_cluster,pit_timing_ratio_cluster,avg_time_per_stop_cluster,dbscan_label,cluster,strategy,grid_class,finish_class,statusId_class,dnf_class,num_stops_class,first_stop_lap_class,avg_stop_time_class,total_stop_time_class,year_class,position_improved_class,position_change_class,race_length_proxy_class,pit_timing_ratio_class,avg_time_per_stop_class,actual,log_prob,log_pred,svm_prob,svm_pred,model_agreement
842,22,15,22,6,1,2.0,3.0,28.74,57.48,2011,0,-7,22.0,0.1363636363636363,28.74,0,0,Early Pit Strategy,15,22,6,1,2.0,3.0,28.74,57.48,2011,0,-7,22.0,0.1363636363636363,28.74,0,0.4964030529095516,0,0.5834974173231614,1,0
843,1,3,1,1,0,3.0,15.0,20.659333333333333,61.978,2011,1,2,28.0,0.5357142857142857,20.659333333333333,1,0,Early Pit Strategy,3,1,1,0,3.0,15.0,20.659333333333333,61.978,2011,1,2,28.0,0.5357142857142857,20.659333333333333,1,0.2841227889632028,0,0.2635990533025126,0,1
843,20,1,2,1,0,2.0,14.0,21.764000000000003,43.528000000000006,2011,0,-1,28.0,0.5,21.764000000000003,0,0,Early Pit Strategy,1,2,1,0,2.0,14.0,21.764000000000003,43.528000000000006,2011,0,-1,28.0,0.5,21.764000000000003,0,0.2015969967234993,0,0.2365709988357706,0,1
843,17,18,3,1,0,3.0,10.0,21.888333333333335,65.665,2011,1,15,28.0,0.3571428571428571,21.888333333333335,-1,-1,Outlier (Anomalous),18,3,1,0,3.0,10.0,21.888333333333335,65.665,2011,1,15,28.0,0.3571428571428571,21.888333333333335,1,0.775661573127931,1,0.7674178464657133,1,1
843,18,2,4,1,0,3.0,14.0,21.924666666666667,65.774,2011,0,-2,28.0,0.5,21.924666666666667,1,0,Early Pit Strategy,2,4,1,0,3.0,14.0,21.924666666666667,65.774,2011,0,-2,28.0,0.5,21.924666666666667,0,0.2290647442153227,0,0.2463786342188907,0,1
843,3,4,5,1,0,3.0,12.0,21.165333333333333,63.495999999999995,2011,0,-1,28.0,0.4285714285714285,21.165333333333333,1,0,Early Pit Strategy,4,5,1,0,3.0,12.0,21.165333333333333,63.495999999999995,2011,0,-1,28.0,0.4285714285714285,21.165333333333333,0,0.277669279589228,0,0.2591864767946485,0,1
843,13,6,6,1,0,2.0,15.0,21.396,42.792,2011,0,0,28.0,0.5357142857142857,21.396,0,0,Early Pit Strategy,6,6,1,0,2.0,15.0,21.396,42.792,2011,0,0,28.0,0.5357142857142857,21.396,0,0.3873694565272476,0,0.3995591962842991,0,1
843,4,5,7,1,0,2.0,16.0,21.887500000000003,43.775000000000006,2011,0,-2,28.0,0.5714285714285714,21.887500000000003,0,0,Early Pit Strategy,5,7,1,0,2.0,16.0,21.887500000000003,43.775000000000006,2011,0,-2,28.0,0.5714285714285714,21.887500000000003,0,0.3552716193017184,0,0.3553816642696257,0,1
843,30,14,8,1,0,3.0,10.0,21.295333333333332,63.886,2011,1,6,28.0,0.3571428571428571,21.295333333333335,1,1,Aggressive Multi-Stop,14,8,1,0,3.0,10.0,21.295333333333332,63.886,2011,1,6,28.0,0.3571428571428571,21.295333333333335,1,0.6454676484190432,1,0.6485592408512896,1,1
843,808,10,9,1,0,2.0,17.0,21.993,43.986,2011,1,1,28.0,0.6071428571428571,21.993,0,0,Early Pit Strategy,10,9,1,0,2.0,17.0,21.993,43.986,2011,1,1,28.0,0.6071428571428571,21.993,1,0.5732595126885615,1,0.666349233108598,1,1
